Player,Team,Age,G,MP,Rk,Player_6,Age_7,Team_8,Pos,G_10,GS,MP_12,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Rk_35,Player_36,Age_37,Team_38,Pos_39,G_40,GS_41,MP_42,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards_67,Player-additional_68,Rk_69,Player_70,Age_71,Team_72,Pos_73,G_74,GS_75,MP_76,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,Awards_93,-9999,Rk_95,Player_96,Tm,2024-25,2025-26,2026-27,2027-28,2028-29,2029-30,Guaranteed,-9999_105
Dalen Terry,CHI,22.0,61.0,12.5,287.0,Dalen Terry,22.0,CHI,SG,61.0,3.0,762.0,10.0,0.562,0.37,0.305,4.3,7.7,6.0,12.7,1.9,1.6,14.7,14.6,0.4,0.6,0.9,0.058,-3.7,0.1,-3.7,-0.3,,terryda01,287.0,Dalen Terry,22.0,CHI,SG,61.0,3.0,762.0,5.8,12.2,0.47,1.5,4.5,0.338,4.2,7.7,0.548,0.533,2.6,3.7,0.689,1.9,3.5,5.4,4.5,1.9,0.9,2.4,5.4,15.6,111.0,117.0,,terryda01,287,Dalen Terry,22,CHI,SG,61,3,762,1,29,64,6,0,-11.0,-10.6,20,9,50,2,27,3,183,5,16,,terryda01,285,Dalen Terry,CHI,$3510480,$5399118,,,,,$8909598,terryda01
Damion Lee,PHO,32.0,18.0,6.1,458.0,Damion Lee,32.0,PHO,SG,18.0,0.0,109.0,10.6,0.488,0.5,0.315,2.1,11.7,7.1,12.2,1.8,0.0,11.5,28.2,-0.1,0.0,-0.1,-0.043,-3.8,-2.0,-5.8,-0.1,,leeda03,458.0,Damion Lee,32.0,PHO,SG,18.0,0.0,109.0,8.6,24.4,0.352,2.7,12.2,0.222,5.9,12.2,0.481,0.407,7.2,7.7,0.941,0.9,5.4,6.3,4.1,1.8,0.0,3.6,2.3,27.2,96.0,119.0,,leeda03,458,Damion Lee,32,PHO,SG,18,0,109,0,54,40,6,0,6.1,7.4,4,3,2,1,5,0,20,1,3,,leeda03,380,Damion Lee,PHO,$2087519,,,,,,$2087519,leeda03
Daniel Gafford,DAL,26.0,51.0,21.9,211.0,Daniel Gafford,26.0,DAL,C,51.0,28.0,1115.0,24.6,0.716,0.0,0.478,13.7,20.2,17.0,10.1,0.9,7.4,12.2,19.2,3.9,1.4,5.4,0.23,2.5,1.2,3.7,1.6,,gaffoda01,211.0,Daniel Gafford,26.0,DAL,C,51.0,28.0,1115.0,11.0,15.7,0.699,0.0,0.0,,11.0,15.7,0.699,0.699,5.3,7.5,0.699,6.0,9.2,15.2,3.2,0.9,4.2,2.6,5.9,27.2,137.0,112.0,,gaffoda01,211,Daniel Gafford,26,DAL,C,51,28,1115,0,0,0,1,99,1.8,3.4,15,20,80,18,81,4,171,25,29,,gaffoda01,119,Daniel Gafford,DAL,$13394160,$14386320,,,,,$27780480,gaffoda01
Dante Exum,DAL,29.0,18.0,19.1,384.0,Dante Exum,29.0,DAL,PG,18.0,12.0,344.0,14.1,0.591,0.376,0.248,1.3,8.1,4.7,20.8,1.7,0.7,12.1,19.6,0.5,0.2,0.7,0.092,-1.0,-1.0,-2.0,0.0,,exumda01,384.0,Dante Exum,29.0,DAL,PG,18.0,12.0,344.0,8.4,17.6,0.48,3.0,6.6,0.447,5.5,11.0,0.5,0.564,3.2,4.4,0.742,0.6,3.7,4.2,7.0,1.7,0.4,2.7,4.4,23.1,117.0,119.0,,exumda01,384,Dante Exum,29,DAL,PG,18,12,344,91,9,0,0,0,-7.9,-8.4,13,2,24,3,14,4,121,3,14,,exumda01,298,Dante Exum,DAL,$3150000,,,,,,$3150000,exumda01
Dario Šarić,DEN,30.0,15.0,13.5,432.0,Dario Šarić,30.0,DEN,C,15.0,4.0,203.0,7.4,0.43,0.464,0.179,7.9,18.1,13.2,12.7,1.7,0.4,18.8,15.5,-0.2,0.2,0.0,-0.002,-4.4,-0.5,-4.9,-0.1,,saricda01,432.0,Dario Šarić,30.0,DEN,C,15.0,4.0,203.0,4.5,13.2,0.339,1.7,6.1,0.269,2.8,7.1,0.4,0.402,1.7,2.4,0.7,3.3,8.3,11.6,5.2,1.7,0.2,3.3,4.3,12.3,95.0,116.0,,saricda01,432,Dario Šarić,30,DEN,C,15,4,203,0,0,0,4,96,-10.0,-15.4,9,3,10,1,5,1,54,0,8,,saricda01,242,Dario Šarić,DEN,$5168000,$5426400,,,,,$5168000,saricda01
Day'Ron Sharpe,BRK,23.0,47.0,18.0,263.0,Day'Ron Sharpe,23.0,BRK,C,47.0,2.0,844.0,20.2,0.573,0.134,0.248,18.6,23.8,21.1,16.4,2.2,4.7,15.4,20.3,1.4,1.2,2.6,0.148,0.1,0.6,0.7,0.6,,sharpda01,263.0,Day'Ron Sharpe,23.0,BRK,C,47.0,2.0,844.0,9.2,17.7,0.523,0.7,2.4,0.275,8.6,15.3,0.562,0.542,3.3,4.4,0.757,8.5,10.0,18.4,4.9,2.2,2.4,3.6,6.5,22.5,118.0,111.0,,sharpda01,263,Day'Ron Sharpe,23,BRK,C,47,2,844,0,0,0,0,100,1.6,10.9,20,15,44,19,33,2,196,8,26,,sharpda01,275,Day'Ron Sharpe,BRK,$3989122,,,,,,$3989122,sharpda01
De'Anthony Melton,GSW,26.0,6.0,20.2,455.0,De'Anthony Melton,26.0,GSW,SG,6.0,2.0,121.0,13.3,0.539,0.648,0.148,5.2,12.7,8.8,21.0,2.8,1.6,14.8,23.4,0.0,0.2,0.2,0.076,-1.5,0.8,-0.8,0.0,,meltode01,455.0,De'Anthony Melton,26.0,GSW,SG,6.0,2.0,121.0,8.8,21.6,0.407,5.2,14.0,0.371,3.6,7.6,0.474,0.528,2.0,3.2,0.625,2.4,5.6,8.0,6.8,2.8,0.8,4.0,7.2,24.8,106.0,110.0,,meltode01,455,De'Anthony Melton,26,GSW,SG,6,2,121,52,38,10,0,0,14.4,12.0,2,3,6,1,1,1,38,0,1,,meltode01,127,De'Anthony Melton,BRK,$12822000,,,,,,$12822000,meltode01
Dean Wade,CLE,28.0,48.0,21.5,227.0,Dean Wade,28.0,CLE,PF,48.0,26.0,1032.0,10.2,0.55,0.819,0.113,5.0,17.9,11.6,7.6,1.8,1.5,7.6,10.3,1.0,1.5,2.5,0.116,-1.0,1.5,0.5,0.6,,wadede01,227.0,Dean Wade,28.0,CLE,PF,48.0,26.0,1032.0,4.2,10.3,0.407,2.9,8.4,0.343,1.3,1.9,0.7,0.548,0.6,1.2,0.52,2.1,8.1,10.3,3.1,1.8,0.8,0.9,4.1,11.9,122.0,111.0,,wadede01,227,Dean Wade,28,CLE,PF,48,26,1032,0,0,22,66,12,13.1,3.2,6,6,50,4,10,5,166,6,9,,wadede01,221,Dean Wade,CLE,$6166667,$6623456,,,,,$6166667,wadede01
Deandre Ayton,POR,26.0,40.0,30.2,191.0,Deandre Ayton,26.0,POR,C,40.0,40.0,1206.0,17.8,0.583,0.068,0.128,11.0,25.9,18.3,8.6,1.2,3.0,12.2,19.5,1.3,1.5,2.8,0.111,-0.3,-0.5,-0.8,0.4,,aytonde01,191.0,Deandre Ayton,26.0,POR,C,40.0,40.0,1206.0,10.7,18.9,0.566,0.2,1.3,0.188,10.4,17.6,0.594,0.573,1.6,2.4,0.667,5.0,11.4,16.4,2.6,1.2,1.6,2.8,3.5,23.2,115.0,112.0,,aytonde01,191,Deandre Ayton,26,POR,C,40,40,1206,0,0,0,0,100,-6.8,-4.5,21,25,56,10,26,2,159,7,15,,aytonde01,43,Deandre Ayton,POR,$34005126,$35550814,,,,,$69555940,aytonde01
Doug McDermott,SAC,33.0,36.0,7.9,405.0,Doug McDermott,33.0,SAC,SF,36.0,3.0,286.0,8.0,0.601,0.857,0.055,0.8,6.3,3.5,1.8,0.7,0.7,6.0,14.8,0.2,0.1,0.3,0.044,-2.2,-2.3,-4.5,-0.2,,mcderdo01,405.0,Doug McDermott,33.0,SAC,SF,36.0,3.0,286.0,6.5,15.5,0.418,5.6,13.3,0.423,0.8,2.2,0.385,0.599,0.5,0.8,0.6,0.3,2.7,3.1,0.7,0.7,0.3,1.0,4.6,19.0,114.0,121.0,,mcderdo01,405,Doug McDermott,33,SAC,SF,36,3,286,0,3,55,41,1,2.7,1.8,3,1,14,2,2,0,9,0,3,,mcderdo01,375,Doug McDermott,SAC,$2087519,,,,,,$2087519,mcderdo01
Duncan Robinson,MIA,30.0,65.0,24.5,115.0,Duncan Robinson,30.0,MIA,SF,65.0,33.0,1594.0,11.8,0.592,0.729,0.081,1.1,9.3,5.3,15.7,1.1,0.3,11.3,19.2,1.1,1.1,2.1,0.065,-0.9,-1.2,-2.0,0.0,,robindu01,115.0,Duncan Robinson,30.0,MIA,SF,65.0,33.0,1594.0,8.0,18.5,0.436,5.2,13.5,0.388,2.8,5.0,0.563,0.577,1.3,1.5,0.896,0.5,4.3,4.8,5.1,1.1,0.2,2.4,3.8,22.7,111.0,117.0,,robindu01,115,Duncan Robinson,30,MIA,SF,65,33,1594,1,32,56,11,0,0.4,4.0,46,17,75,6,16,10,378,1,23,,robindu01,89,Duncan Robinson,MIA,$19406000,$19888000,,,,,$29294000,robindu01
Duop Reath,POR,28.0,37.0,8.6,394.0,Duop Reath,28.0,POR,C,37.0,0.0,318.0,13.0,0.532,0.701,0.154,7.4,12.5,9.9,8.6,1.4,3.4,8.8,18.0,0.3,0.3,0.6,0.084,-0.2,-0.1,-0.3,0.1,,reathdu01,394.0,Duop Reath,28.0,POR,C,37.0,0.0,318.0,7.0,17.9,0.393,3.8,12.5,0.305,3.2,5.4,0.6,0.5,2.4,2.8,0.889,3.4,5.5,8.9,2.9,1.4,1.8,1.8,4.1,20.3,114.0,116.0,,reathdu01,394,Duop Reath,28,POR,C,37,0,318,0,0,0,1,99,-6.3,-2.6,3,7,17,2,4,0,43,0,3,,reathdu01,402,Duop Reath,POR,$2048780,$2221677,,,,,$2048780,reathdu01
Dwight Powell,DAL,33.0,44.0,9.4,360.0,Dwight Powell,33.0,DAL,C,44.0,3.0,413.0,14.3,0.739,0.043,0.804,10.4,14.7,12.6,12.9,1.5,4.3,18.4,7.9,1.0,0.4,1.4,0.165,-1.4,1.8,0.4,0.3,,poweldw01,360.0,Dwight Powell,33.0,DAL,C,44.0,3.0,413.0,4.0,5.4,0.739,0.1,0.2,0.5,3.9,5.2,0.75,0.75,2.7,4.3,0.622,4.6,6.7,11.3,4.9,1.5,2.5,1.6,6.9,10.8,148.0,114.0,,poweldw01,360,Dwight Powell,33,DAL,C,44,3,413,0,0,0,1,100,-3.1,-3.0,5,3,37,5,14,3,98,3,4,,poweldw01,274,Dwight Powell,DAL,$4000000,$4000000,,,,,$4000000,poweldw01
Dyson Daniels,ATL,21.0,64.0,33.8,25.0,Dyson Daniels,21.0,ATL,SG,64.0,64.0,2166.0,15.3,0.537,0.252,0.161,5.0,13.3,9.0,17.6,4.2,2.0,12.9,18.2,0.9,3.1,4.0,0.089,-1.4,2.6,1.2,1.7,,daniedy01,25.0,Dyson Daniels,21.0,ATL,SG,64.0,64.0,2166.0,8.2,16.8,0.485,1.5,4.2,0.345,6.7,12.6,0.532,0.528,1.6,2.7,0.587,2.2,5.5,7.7,5.9,4.2,1.0,2.7,3.4,19.4,109.0,111.0,,daniedy01,25,Dyson Daniels,21,ATL,SG,64,64,2166,0,53,43,4,0,-1.6,1.5,72,35,78,7,63,12,649,13,40,,daniedy01,224,Dyson Daniels,ATL,$6059520,$7707709,,,,,$13767229,daniedy01
Fred VanVleet,HOU,30.0,50.0,35.1,83.0,Fred VanVleet,30.0,HOU,PG,50.0,50.0,1757.0,13.3,0.515,0.603,0.166,1.8,10.5,6.0,22.1,2.3,1.2,9.8,17.7,2.1,2.5,4.6,0.126,-0.3,1.5,1.3,1.5,,vanvlfr01,83.0,Fred VanVleet,30.0,HOU,PG,50.0,50.0,1757.0,6.8,17.7,0.382,3.6,10.7,0.34,3.1,7.0,0.447,0.485,2.4,2.9,0.811,0.8,4.7,5.5,7.9,2.3,0.6,2.1,3.3,19.5,117.0,111.0,,vanvlfr01,83,Fred VanVleet,30,HOU,PG,50,50,1757,92,9,0,0,0,5.9,3.3,46,17,53,10,37,10,668,7,18,,vanvlfr01,20,Fred VanVleet,HOU,$42846615,$44886930,,,,,$42846615,vanvlfr01
Gabe Vincent,LAL,28.0,58.0,21.2,185.0,Gabe Vincent,28.0,LAL,PG,58.0,10.0,1232.0,7.2,0.527,0.707,0.049,1.3,4.9,3.1,9.1,1.7,0.9,9.0,13.1,0.1,0.9,1.0,0.04,-4.3,0.1,-4.2,-0.7,,vincega01,185.0,Gabe Vincent,28.0,LAL,PG,58.0,10.0,1232.0,5.2,13.1,0.399,3.2,9.3,0.345,2.0,3.8,0.531,0.521,0.4,0.6,0.688,0.6,2.2,2.8,3.3,1.7,0.5,1.3,4.8,14.1,106.0,117.0,,vincega01,185,Gabe Vincent,28,LAL,PG,58,10,1232,79,21,0,0,0,0.8,-2.4,23,3,69,6,4,16,204,0,8,,vincega01,152,Gabe Vincent,LAL,$11000000,$11500000,,,,,$22500000,vincega01
Garrison Mathews,ATL,28.0,45.0,17.5,276.0,Garrison Mathews,28.0,ATL,SG,45.0,2.0,786.0,11.7,0.611,0.849,0.314,1.7,10.0,5.7,9.6,1.5,1.6,9.4,16.0,1.0,0.5,1.5,0.094,-0.9,-0.5,-1.4,0.1,,mathega01,276.0,Garrison Mathews,28.0,ATL,SG,45.0,2.0,786.0,5.8,14.5,0.4,4.9,12.3,0.394,0.9,2.2,0.432,0.567,3.7,4.6,0.818,0.8,4.2,4.9,3.4,1.5,0.8,1.7,4.6,20.2,121.0,118.0,,mathega01,276,Garrison Mathews,28,ATL,SG,45,2,786,6,73,21,0,0,-4.0,-2.4,15,6,39,2,31,15,132,6,4,,mathega01,348,Garrison Mathews,ATL,$2230253,,,,,,$2230253,mathega01
Gary Harris,ORL,30.0,35.0,15.5,336.0,Gary Harris,30.0,ORL,SG,35.0,2.0,544.0,6.6,0.503,0.76,0.1,3.2,6.5,4.8,5.1,1.9,1.8,10.3,9.3,0.0,0.7,0.7,0.058,-4.0,1.4,-2.7,-0.1,,harriga01,336.0,Gary Harris,30.0,ORL,SG,35.0,2.0,544.0,3.4,9.2,0.37,2.3,7.0,0.329,1.1,2.2,0.5,0.495,0.6,0.9,0.6,1.5,2.7,4.1,1.8,1.9,0.9,1.1,3.0,9.6,104.0,112.0,,harriga01,336,Gary Harris,30,ORL,SG,35,2,544,9,65,24,2,0,1.8,4.4,5,2,10,1,2,0,49,0,4,,harriga01,205,Gary Harris,ORL,$7500000,$7500000,,,,,$7500000,harriga01
Gary Payton II,GSW,32.0,56.0,14.8,268.0,Gary Payton II,32.0,GSW,SG,56.0,10.0,829.0,16.5,0.641,0.325,0.142,5.9,15.2,10.4,13.5,2.6,1.9,10.4,16.1,1.5,1.3,2.8,0.16,-0.3,1.8,1.5,0.7,,paytoga02,268.0,Gary Payton II,32.0,GSW,SG,56.0,10.0,829.0,9.1,15.7,0.578,1.6,5.1,0.322,7.4,10.6,0.702,0.631,1.6,2.2,0.711,2.7,6.7,9.5,4.3,2.6,1.0,1.9,5.7,21.3,126.0,110.0,,paytoga02,268,Gary Payton II,32,GSW,SG,56,10,829,23,73,4,0,0,7.9,6.7,15,4,32,11,19,2,184,10,17,,paytoga02,177,Gary Payton II,GSW,$9130000,,,,,,$9130000,paytoga02
Gary Trent Jr.,MIL,26.0,61.0,24.9,134.0,Gary Trent Jr.,26.0,MIL,SG,61.0,7.0,1516.0,11.4,0.588,0.643,0.118,1.2,8.5,5.0,6.5,1.9,0.2,6.3,16.9,1.1,1.4,2.6,0.082,-1.5,-0.3,-1.8,0.1,,trentga02,134.0,Gary Trent Jr.,26.0,MIL,SG,61.0,7.0,1516.0,7.2,16.6,0.435,4.4,10.7,0.415,2.8,5.9,0.471,0.569,1.7,2.0,0.839,0.5,3.9,4.4,2.2,1.9,0.1,1.2,3.4,20.6,114.0,115.0,,trentga02,134,Gary Trent Jr.,26,MIL,SG,61,7,1516,3,53,44,1,0,0.0,-3.3,10,16,39,7,27,10,169,7,11,,trentga02,387,Gary Trent Jr.,MIL,$2087519,,,,,,$2087519,trentga02
Guerschon Yabusele,PHI,29.0,62.0,26.6,103.0,Guerschon Yabusele,29.0,PHI,C,62.0,35.0,1651.0,14.2,0.616,0.491,0.242,7.6,16.6,11.9,11.0,1.5,1.3,13.1,16.0,2.4,0.9,3.4,0.098,-0.2,-1.0,-1.2,0.3,,yabusgu01,103.0,Guerschon Yabusele,29.0,PHI,C,62.0,35.0,1651.0,7.1,14.2,0.497,2.7,7.0,0.391,4.3,7.2,0.599,0.593,2.5,3.4,0.739,3.4,6.9,10.3,3.7,1.5,0.7,2.4,4.5,19.4,121.0,118.0,,yabusgu01,103,Guerschon Yabusele,29,PHI,C,62,35,1651,0,0,0,26,74,-2.5,5.2,22,29,67,17,50,12,296,11,25,,yabusgu01,381,Guerschon Yabusele,PHI,$2087519,,,,,,$2087519,yabusgu01
Gui Santos,GSW,22.0,44.0,13.9,316.0,Gui Santos,22.0,GSW,PF,44.0,2.0,610.0,11.9,0.608,0.566,0.238,9.0,16.0,12.4,13.6,1.4,1.4,18.6,13.4,0.7,0.7,1.4,0.112,-2.1,0.4,-1.7,0.1,,santogu01,316.0,Gui Santos,22.0,GSW,PF,44.0,2.0,610.0,5.5,11.4,0.483,2.4,6.4,0.37,3.1,4.9,0.629,0.587,1.9,2.7,0.706,4.2,7.1,11.3,4.8,1.4,0.7,2.9,6.0,15.3,119.0,113.0,,santogu01,316,Gui Santos,22,GSW,PF,44,2,610,0,1,9,79,11,10.9,9.8,24,7,41,1,14,2,150,6,7,,santogu01,424,Gui Santos,GSW,$1891857,$2221677,,,,,$1891857,santogu01
Harrison Barnes,SAS,32.0,67.0,27.3,66.0,Harrison Barnes,32.0,SAS,PF,67.0,67.0,1828.0,14.3,0.648,0.504,0.303,5.3,9.8,7.5,8.5,0.6,0.6,6.0,15.1,4.0,0.3,4.3,0.113,1.4,-1.9,-0.5,0.7,,barneha02,66.0,Harrison Barnes,32.0,SAS,PF,67.0,67.0,1828.0,7.2,14.2,0.507,3.1,7.2,0.432,4.1,7.1,0.584,0.616,3.4,4.3,0.779,2.4,4.4,6.8,3.0,0.6,0.3,1.0,1.6,20.9,132.0,122.0,,barneha02,66,Harrison Barnes,32,SAS,PF,67,67,1828,0,0,27,71,2,-2.8,0.0,24,9,36,4,82,3,277,12,24,,barneha02,98,Harrison Barnes,SAS,$18000000,$19000000,,,,,$37000000,barneha02
Haywood Highsmith,MIA,28.0,60.0,24.1,150.0,Haywood Highsmith,28.0,MIA,SF,60.0,40.0,1443.0,9.8,0.592,0.584,0.118,3.8,10.4,7.1,8.0,1.9,2.2,12.1,11.2,0.9,1.6,2.5,0.082,-3.0,0.9,-2.1,0.0,,highsha01,150.0,Haywood Highsmith,28.0,MIA,SF,60.0,40.0,1443.0,4.9,10.5,0.466,2.4,6.2,0.388,2.5,4.4,0.575,0.579,0.9,1.2,0.75,1.7,4.7,6.4,2.9,1.9,1.1,1.5,4.5,13.1,115.0,114.0,,highsha01,150,Haywood Highsmith,28,MIA,SF,60,40,1443,0,1,53,46,0,-0.1,2.8,16,13,59,4,14,7,202,4,13,,highsha01,239,Haywood Highsmith,MIA,$5200000,$5616000,,,,,$10816000,highsha01
Isaiah Jackson,IND,23.0,5.0,16.8,475.0,Isaiah Jackson,23.0,IND,C,5.0,1.0,84.0,18.3,0.6,0.0,0.609,14.9,22.6,18.8,8.1,1.7,8.6,14.6,17.6,0.1,0.1,0.3,0.148,-1.0,1.7,0.6,0.1,,jacksis01,475.0,Isaiah Jackson,23.0,IND,C,5.0,1.0,84.0,8.0,13.2,0.609,0.0,0.0,,8.0,13.2,0.609,0.609,4.0,8.0,0.5,6.3,9.7,16.0,2.9,1.7,4.6,2.9,8.0,20.0,119.0,109.0,,jacksis01,475,Isaiah Jackson,23,IND,C,5,1,84,0,0,0,0,100,6.2,5.2,2,0,8,3,6,0,12,0,2,,jacksis01,262,Isaiah Jackson,IND,$4435381,,,,,,$4435381,jacksis01
Jabari Smith Jr.,HOU,21.0,47.0,30.9,149.0,Jabari Smith Jr.,21.0,HOU,PF,47.0,39.0,1451.0,12.1,0.554,0.493,0.227,6.2,16.9,11.5,4.6,0.6,2.4,8.6,16.0,1.6,1.9,3.4,0.114,-1.1,0.1,-1.0,0.4,,smithja05,149.0,Jabari Smith Jr.,21.0,HOU,PF,47.0,39.0,1451.0,6.8,15.8,0.431,2.7,7.8,0.349,4.1,8.0,0.51,0.517,2.9,3.6,0.813,2.9,7.6,10.5,1.6,0.6,1.3,1.6,3.6,19.3,117.0,112.0,,smithja05,149,Jabari Smith Jr.,21,HOU,PF,47,39,1451,0,0,2,85,13,5.5,2.2,23,20,57,6,47,2,123,9,24,,smithja05,167,Jabari Smith Jr.,HOU,$9770880,$12350392,,,,,$22121272,smithja05
Jabari Walker,POR,22.0,50.0,11.8,320.0,Jabari Walker,22.0,POR,SF,50.0,1.0,591.0,15.0,0.591,0.341,0.295,8.7,23.8,16.1,7.6,2.3,0.9,10.8,15.8,0.8,0.8,1.6,0.129,-1.1,0.5,-0.6,0.2,,walkeja01,320.0,Jabari Walker,22.0,POR,SF,50.0,1.0,591.0,7.3,14.5,0.506,1.9,4.9,0.383,5.4,9.5,0.569,0.571,2.8,4.3,0.654,3.9,10.4,14.4,2.6,2.3,0.5,2.0,6.0,19.3,120.0,112.0,,walkeja01,320,Jabari Walker,22,POR,SF,50,1,591,0,0,19,66,15,-0.5,4.2,8,11,31,4,27,5,75,8,23,,walkeja01,405,Jabari Walker,POR,$2019699,,,,,,$2019699,walkeja01
Jaden Ivey,DET,22.0,30.0,29.9,258.0,Jaden Ivey,22.0,DET,SG,30.0,30.0,898.0,14.8,0.569,0.373,0.281,5.0,10.2,7.6,19.7,1.5,1.2,16.1,26.0,0.3,0.9,1.3,0.067,0.7,-0.8,-0.1,0.4,,iveyja01,258.0,Jaden Ivey,22.0,DET,SG,30.0,30.0,898.0,10.1,22.1,0.46,3.4,8.2,0.409,6.8,13.8,0.49,0.536,4.5,6.2,0.733,2.1,4.5,6.6,6.4,1.5,0.6,4.8,3.6,28.2,108.0,114.0,,iveyja01,258,Jaden Ivey,22,DET,SG,30,30,898,7,76,18,0,0,-3.9,-8.6,42,28,23,9,56,7,294,13,26,,iveyja01,198,Jaden Ivey,DET,$7977240,$10107163,,,,,$18084403,iveyja01
Jae Crowder,SAC,34.0,7.0,13.1,469.0,Jae Crowder,34.0,SAC,PF,7.0,2.0,92.0,6.7,0.509,0.706,0.353,7.2,13.4,10.3,5.3,1.6,0.0,16.9,11.0,0.0,0.1,0.1,0.037,-4.0,-0.4,-4.4,-0.1,,crowdja01,469.0,Jae Crowder,34.0,SAC,PF,7.0,2.0,92.0,3.2,9.0,0.353,1.6,6.3,0.25,1.6,2.6,0.6,0.441,2.6,3.2,0.833,3.2,5.8,9.0,2.1,1.6,0.0,2.1,5.3,10.6,106.0,117.0,,crowdja01,469,Jae Crowder,34,SAC,PF,7,2,92,0,0,75,25,0,-6.3,-7.6,4,0,8,0,2,0,9,0,1,,crowdja01,435,Jae Crowder,SAC,$1655619,,,,,,$1655619,crowdja01
Jae'Sean Tate,HOU,29.0,47.0,11.3,339.0,Jae'Sean Tate,29.0,HOU,SF,47.0,2.0,530.0,12.0,0.539,0.281,0.333,9.2,12.7,10.9,10.0,2.2,1.0,10.9,13.5,0.7,0.8,1.4,0.131,-2.6,1.4,-1.1,0.1,,tateja01,339.0,Jae'Sean Tate,29.0,HOU,SF,47.0,2.0,530.0,5.7,12.4,0.459,1.1,3.5,0.316,4.6,8.9,0.515,0.504,2.8,4.1,0.689,4.3,5.7,10.0,3.7,2.2,0.6,1.7,7.1,15.3,120.0,110.0,,tateja01,339,Jae'Sean Tate,29,HOU,SF,47,2,530,3,43,51,3,0,5.4,1.3,6,5,35,6,18,10,101,5,15,,tateja01,204,Jae'Sean Tate,HOU,$7565217,,,,,,$7565217,tateja01
Jahlil Okafor,IND,29.0,1.0,3.0,553.0,Jahlil Okafor,29.0,IND,C,1.0,0.0,3.0,13.8,,,,0.0,37.2,18.8,37.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.192,2.6,4.9,7.5,0.0,,okafoja01,553.0,Jahlil Okafor,29.0,IND,C,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,230.0,114.0,,okafoja01,553,Jahlil Okafor,29,IND,C,1,0,3,0,0,0,0,100,80.4,79.2,0,0,0,0,0,0,2,0,0,,okafoja01,491,Jahlil Okafor,IND,$119972,,,,,,$119972,okafoja01
Jalen Duren,DET,21.0,66.0,25.9,93.0,Jalen Duren,21.0,DET,C,66.0,66.0,1709.0,21.0,0.708,0.0,0.423,14.7,28.9,21.9,14.1,1.3,4.3,18.1,16.0,4.7,3.0,7.7,0.217,1.2,1.7,2.9,2.1,,durenja01,93.0,Jalen Duren,21.0,DET,C,66.0,66.0,1709.0,8.7,12.5,0.696,0.0,0.0,,8.7,12.5,0.696,0.696,3.6,5.3,0.683,6.3,12.7,19.0,4.7,1.3,2.2,3.3,6.0,21.1,133.0,108.0,,durenja01,93,Jalen Duren,21,DET,C,66,66,1709,0,0,0,0,100,1.8,-1.4,59,28,123,26,95,2,389,23,45,,durenja01,258,Jalen Duren,DET,$4536840,$6483144,,,,,$11019984,durenja01
Jalen McDaniels,WAS,27.0,4.0,1.8,543.0,Jalen McDaniels,27.0,WAS,SF,4.0,0.0,7.0,10.9,,,,0.0,0.0,0.0,17.4,6.8,0.0,,0.0,0.0,0.0,0.0,0.115,-0.6,5.9,5.4,0.0,,mcdanja01,543.0,Jalen McDaniels,27.0,WAS,SF,4.0,0.0,7.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,6.8,6.8,0.0,0.0,0.0,0.0,233.0,113.0,,mcdanja01,543,Jalen McDaniels,27,WAS,SF,4,0,7,0,0,60,33,7,15.1,26.7,0,0,0,0,0,0,3,0,0,,mcdanja01,253,Jalen McDaniels,SAS,$4741800,,,,,,$4741800,mcdanja01
Jalen Williams,OKC,23.0,61.0,32.6,43.0,Jalen Williams,23.0,OKC,SG,61.0,61.0,1987.0,20.2,0.568,0.298,0.246,2.8,14.8,8.9,24.0,2.4,2.2,10.5,27.3,3.1,3.8,6.9,0.167,2.5,1.5,4.0,3.0,,willija06,43.0,Jalen Williams,23.0,OKC,SG,61.0,61.0,1987.0,11.9,25.0,0.478,2.7,7.4,0.362,9.2,17.5,0.528,0.532,4.9,6.1,0.791,1.3,6.8,8.1,7.8,2.4,1.1,3.2,3.5,31.4,115.0,107.0,,willija06,43,Jalen Williams,23,OKC,SG,61,61,1987,0,8,57,34,1,10.1,-6.9,61,57,72,9,131,16,791,29,53,,willija06,251,Jalen Williams,OKC,$4775760,$6580997,,,,,$11356757,willija06
